"glad
","zadowolony
"
"obstinate
","uparty
"
"iii
","iii
"
"adèle
","adèle
"
"stopped
","zatrzymany
"
"forgive
","Wybacz
"
"broadcast
","nadawanie
"
"sheer
","zwykły
"
"gums
","gumy
"
"merriment
","wesołość
"
"patrols
","patrole
"
"breakers
","wyłączniki
"
"safekeeping
","przechowanie
"
"folks
","ludzie
"
"tastiest
","najsmaczniejsze
"
"cigarettes
","papierosy
"
"busily
","pracowicie
"
"conditions
","warunki
"
"tongueneither
","tongueneither
"
"minei
","minei
"
"tiptoe
","chodzić na palcach
"
"kitty's
","kotek
"
"super
","Wspaniały
"
"brotheri
","Brotheri
"
"lifes
","Życia
"
"registers
","rejestry
"
"xxxvi
","xxxvi
"
"under-sound
","poddźwięk
"
"suttee
","suttee
"
"dense
","gęsty
"
"grammy
","grammy
"
"although
","mimo że
"
"maastricht
","maastricht
"
"appalling
","przerażający
"
"harvest
","żniwa
"
"model
","Model
"
"house-front
","front domu
"
"cucumbers
","ogórki
"
"pledge
","zastaw
"
"grasped
","uchwycony
"
"pricked
","ukłuty
"
"reported
","zgłoszone
"
"bathed
","kąpać się
"
"pounded
","wbity
"
"upi
","upi
"
"heada
","heada
"
"unsocial
","nieobywatelski
"
"translation
","tłumaczenie
"
"subsided
","ustąpił
"
"brand-new
","Całkiem nowy
"
"pilot
","pilot
"
"thrust
","pchnięcie
"
"hamlet
","mała wioska
"
"undeserved
","niezasłużony
"
"vermillion
","cynober
"
"amazed
","zdumiony
"
"english
","język angielski
"
"shelter
","schronienie
"
"chase
","pościg
"
"improving
","ulepszanie
"
"saidyou
","powiedział ci
"
"actor
","aktor
"
"stare
","gapić się
"
"fire-places
","kominki
"
"intensely
","mocno
"
"protest
","protest
"
"yoke
","jarzmo
"
"rests
","odpoczywa
"
"overlooking
","niewidzenie
"
"racehorses
","konie wyścigowe
"
"alliance
","Sojusz
"
"misconstrue
","źle zrozumieć
"
"searching
","badawczy
"
"revolt
","bunt
"
"aspect
","aspekt
"
"imparting
","przekazywanie
"
"tea-cake
","ciasto herbaciane
"
"dailyapplying
","codzienne zastosowanie
"
"crime
","przestępstwo
"
"menial
","służebny
"
"brocklebridge
","brocklebridge
"
"requested
","zażądano
"
"stabbed
","dźgnięty
"
"diffident
","niepewny
"
"bos
","bos
"
"reproaches
","wypominanie
"
"beamless
","bez bezy
"
"repentance
","skrucha
"
"grande
","grande
"
"apostrophising
","apostrofizacja
"
"saintly
","świętobliwy
"
"detrimental
","szkodliwy
"
"bare
","odsłonić
"
"sincerely
","Z poważaniem
"
"tenacious
","wytrwały
"
"ignoble
","niegodziwy
"
"immoral
","niemoralny
"
"stranded
","na mieliźnie
"
"ex-soldier
","były żołnierz
"
"sweetens
","słodzi
"
"ability
","umiejętność
"
"age
","wiek
"
"brief
","krótki
"
"preferably
","raczej
"
"advicethose
","porada
"
"scholar
","uczony
"
"torture
","torturować
"
"nestle
","tulić
"
"ate
","jedli
"
"saloon
","salon
"
"feather-beds
","łóżka z pierza
"
"admitted
","Przyznał
"
"ogall
","ogall
"
"june
","czerwiec
"
"tactless
","nietaktowny
"
"mist
","zamglenie
"
"darker
","ciemniejszy
"
"livery
","liberia
"
"rummaging
","szperanie
"
"sodom
","sodom
"
"refreshed
","odświeżony
"
"tutors
","korepetytorzy
"
"replace
","zastąpić
"
"rememberyou
","pamiętam cię
"
"whose
","którego
"
"nearsighted
","krótkowzroczny
"
"intervenes
","interweniuje
"
"platter
","talerz
"
"oppress
","uciskać
"
"should
","powinien
"
"boxed
","zapakowane
"
"noontide
","południe
"
"allaying
","uspokajający
"
"nor
","ani
"
"commercial
","Reklama w telewizji
"
"today's
","dzisiaj
"
"bellowed
","ryknął
"
"eveninga
","wieczór
"
"gravy
","sos
"
"workhouse
","przytułek
"
"bitter
","gorzki
"
"travelling
","podróżny
"
"amiss
","źle
"
"angrily
","gniewnie
"
"sharpened
","zaostrzony
"
"behave
","zachować się
"
"competent
","kompetentny
"
"sinand
","sinand
"
"obvious
","oczywisty
"
"regretfully
","z żalem
"
"works
","Pracuje
"
"ostensible
","pozorny
"
"trials
","próby
"
"stray
","zabłąkany
"
"purchased
","zakupione
"
"impalpable
","niewyczuwalny
"
"linnet
","dzwoniec
"
"vaseline
","wazelina
"
"company
","firma
"
"uncles
","wujkowie
"
"differences
","różnice
"
"minor
","mniejszy
"
"emptied
","opróżniony
"
"propped
","podparte
"
"dit
","dit
"
"asunder
","jedno od drugiego
"
"tucks
","fałdowanie
"
"mounting
","montowanie
"
"mope
","śledziennik
"
"limped
","kulał
"
"mastermr
","mastermr
"
"around
","na około
"
"gush
","wytrysk
"
"sating
","sating
"
"mores
","obyczaje
"
"musedfor
","zastanawiał się
"
"boudier
","boudier
"
"re
","re
"
"went
","poszedł
"
"muttered
","mruknął
"
"content
","zawartość
"
"odour
","zapach
"
"fortunes
","fortuny
"
"apostles
","apostołowie
"
"deceased
","zmarły
"
"ordered
","zamówione
"
"weather-proof
","odporny na warunki atmosferyczne
"
"declared
","zdeklarowany
"
"plagued
","nękany
"
"casket
","kasetka
"
"multiplicity
","wielość
"
"exposure
","narażenie
"
"clumsy
","niezdarny
"
"fanatics
","fanatycy
"
"errand
","zadanie
"
"dispensation
","dyspensa
"
"oriental
","orientalny
"
"sallie
","Sallie
"
"inventive
","wynalazczy
"
"poring
","poring
"
"you'll
","będziesz
"
"equestrian
","konny
"
"gain
","zdobyć
"
"largerwhen
","większe kiedy
"
"goldschmidt
","goldschmidt
"
"gnome
","gnom
"
"unpredictable
","nieobliczalny
"
"propensities
","skłonności
"
"rocking-chair
","bujane krzesło
"
"modern
","nowoczesny
"
"spirito
","spirito
"
"sourly
","kwaśny
"
"onslaught
","atak
"
"'that's
","'jest to
"
"rabidly
","wściekle
"
"repast
","posiłek
"
"singularity
","osobliwość
"
"apart
","niezależnie
"
"involuntary
","mimowolny
"
"thirty-six
","trzydzieści sześć
"
"buckets
","wiadra
"
"salad
","Sałatka
"
"virgil
","virgil
"
"photographs
","fotografie
"
"outlet
","wylot
"
"what's
","co jest
"
"wealthy
","zamożny
"
"bigamy
","bigamia
"
"adhered
","przestrzegane
"
"unshaken
","niezłomny
"
"university
","Uniwersytet
"
"barbara
","barbara
"
"flatter
","pochlebiać
"
"swamp
","bagno
"
"soles
","podeszwy
"
"gust
","poryw
"
"precisely
","dokładnie
"
"sleeper
","podkład
"
"rivers
","rzeki
"
"shyer
","bojaźliwy koń
"
"gentlemanlike
","dżentelmen
"
"foundry
","odlewnia
"
"hep
","hep
"
"evidence
","dowód
"
"aha
","Aha
"
"owd
","owd
"
"advanced
","zaawansowane
"
"guide
","przewodnik
"
"negroes
","Murzyni
"
"dressing-gown
","szlafrok
"
"cage
","klatka szybowa
"
"divined
","odgadł
"
"waters
","fale
"
"trimming
","lamówka
"
"childhood
","dzieciństwo
"
"mittens
","rękawice
"
"occupied
","zajęty
"
"invasion's
","inwazja
"
"coruscating
","iskrzenie
"
"drove
","stado
"
"studded
","nabijane
"
"youlet
","pozwalasz
"
"watching
","oglądanie
"
"happiest
","najszczęśliwszy
"
"maarsen
","maarsen
"
"post
","Poczta
"
"wished
","chciał
"
"attached
","przywiązany
"
"disksilver-white
","dyski srebrno-białe
"
"publicationa
","publikacja a
"
"encountered
","napotkany
"
"poignantly
","wzruszająco
"
"werelarge
","były duże
"
"biographies
","biografie
"
"son's
","synowie
"
"increased
","wzrosła
"
"overcomeand
","pokonać i
"
"attitude
","nastawienie
"
"brave
","odważny
"
"creed
","kredo
"
"marrow
","szpik kostny
"
"dedans
","dedans
"
"laughit
","śmiech
"
"itshe
","to ona
"
"enclosed
","w załączeniu
"
"inclining
","pochylony
"
"shrill
","przenikliwy
"
"beinga
","istota
"
"watery
","wodnisty
"
"securing
","zabezpieczenie
"
"horsing
","jazda konna
"
"benevolent
","życzliwy
"
"misapprehension
","nieporozumienie
"
"trusts
","ufa
"
"fragile
","kruchy
"
"himor
","himor
"
"selfish
","samolubny
"
"prematurely
","przedwcześnie
"
"puddings
","budynie
"
"childhoodso
","dzieciństwo
"
"wedded
","ślubny
"
"hind-feet
","tylne stopy
"
"incarnate
","wcielony
"
"leviathan
","lewiatan
"
"pedestal
","piedestał
"
"recommend
","polecić
"
"catherine
","Katarzyna
"
"gaze
","spojrzenie
"
"pithy
","treściwy
"
"hider
","ukrywacz
"
"step
","krok
"
"giggle
","chichot
"
"flanked
","flankowany
"
"definite
","określony
"
"planning
","planowanie
"
"groundivy
","przyziemny
"
"swore
","zaklął
"
"affectation
","sztuczność
"
"blithely
","beztrosko
"
"contrast
","kontrast
"
"reposed
","spoczął
"
"eye
","oko
"
"penchant
","upodobanie
"
"sirmrs
","sirmrs
"
"wounds
","rany
"
"splashed
","rozpryskany
"
"custards
","kremy
"
"twang
","brzdęk
"
"brittle
","kruchy
"
"exasperated
","zirytowany
"
"side-door
","boczne drzwi
"
"recklessness
","lekkomyślność
"
"ladya
","ladya
"
"polar
","polarny
"
"vacated
","opuszczony
"
"jan
","sty
"
"studyand
","studyand
"
"globe
","glob
"
"gateshead
","Gateshead
"
"expelled
","wydalony
"
"ithey
","hej
"
"something
","coś
"
"prints
","wydruki
"
"as
","tak jak
"
"purity
","czystość
"
"alls
","wszystko
"
"g---
","sol---
"
"sharp-witted
","bystry
"
"brooch
","broszka
"
"convenience
","wygoda
"
"tranquillity
","spokój
"
"curate
","wikary
"
"noperhaps
","nie być może
"
"congratulation
","gratulacje
"
"joysomething
","radość
"
"gilt
","pozłacany
"
"vehicle
","pojazd
"
"ma
","mama
"
"privileged
","uprzywilejowany
"
"uprightly
","uczciwie
"
"dupe
","ofiara oszustwa
"
"ornaments
","ozdoby
"
"gander
","gąsior
"
"bench
","ławka
"
"joked
","żartował
"
"disagreed
","nie zgodził się
"
"antiaircraft
","przeciwlotniczy
"
"piled
","spiętrzone
"
"swelling
","obrzęk
"
"distortion
","zniekształcenie
"
"metamorphosed
","przeobrażony
"
"salts
","sole
"
"justiceenough
","sprawiedliwość
"
"work
","praca
"
"drawn
","pociągnięty
"
"pleases
","podoba się
"
"complex
","złożony
"
"illusions
","iluzje
"
"cellar
","piwnica
"
"fruitless
","bezowocny
"
"receives
","odbiera
"
"pitying
","litościwy
"
"mentioning
","wspominając
"
"emancipation
","emancypacja
"
"wont
","przyzwyczajenie
"
"assurances
","zapewnienia
"
"when
","gdy
"
"gleeful
","radosny
"
"lightens
","rozjaśnia
"
"exultation
","uniesienie
"
"namesakethat
","imiona
"
"physical
","fizyczny
"
"stephanie
","Stephanie
"
"discuss
","omawiać
"
"colour-box
","kolorowe pudełko
"
"inexcusable
","niewybaczalny
"
"generation
","Pokolenie
"
"execute
","wykonać
"
"unequal
","nierówny
"
"hysteria
","histeria
"
"bathrobe
","szlafrok
"
"bookcases
","regały
"
"negotiations
","negocjacje
"
"theredumb
","theredumb
"
"bubbling
","bulgotanie
"
"qualities
","cechy
"
"tongue
","język
"
"roused
","obudzony
"
"allotment
","przydział
"
"yield
","wydajność
"
"astonishment
","zdziwienie
"
"sacrificing
","poświęcenie
"
"serve
","służyć
"
"chambera
","Chambera
"
"apply
","zastosować
"
"mulattoes
","mulaty
"
"darksome
","mroczny
"
"shoesnot
","buty nie
"
"verging
","na skraju
"
"daydreamsis
","marzeń
"
"sunk
","zatopiony
"
"reprobationwere
","potępienie
"
"addresses
","adresy
"
"hebbel
","hebbel
"
"solicited
","nagabywał
"
"miracles
","cuda
"
"journeyings
","podróże
"
"prime
","główny
"
"diverged
","rozeszły się
"
"election
","wybór
"
"arguing
","kłócąc się
"
"minus
","minus
"
"exceeded
","przekroczony
"
"senseless
","bezsensowny
"
"doori
","doori
"
"becoming
","twarzowy
"
"proceedeth
","postępuje
"
"impoverished
","zubożały
"
"fidget
","denerwować
"
"looped
","zapętlony
"
"troubled
","zmartwiony
"
"mortgages
","hipoteki
"
"goslar's
","goslar's
"
"activity
","czynność
"
"balmy
","balsamiczny
"
"disgrace
","hańba
"
"livid
","wściekły
"
"shores
","brzegi
"
"springs
","sprężyny
"
"slave
","niewolnik
"
"fulfilment
","spełnienie
"
"unsubstantiality
","nieistotność
"
"sufferinga
","cierpienie
"
"moscow
","Moskwa
"
"predestination
","predestynacja
"
"kimmel
","kimmel
"
"stains
","plamy
"
"confronted
","skonfrontowany
"
"oppressive
","uciążliwy
"
"unimportant
","nieważny
"
"stew
","gulasz
"
"waywith
","sposób
"
"clothesline
","sznur na bieliznę
"
"buy
","Kup
"
"janian
","janian
"
"meed
","meed
"
"assure
","gwarantować
"
"innocent
","niewinny
"
"fontaine
","fontaina
"
"jumping
","skoki
"
"satan
","szatan
"
"costumed
","kostiumowy
"
"luggage
","bagaż
"
"stitching
","szwy
"
"impatiently
","niecierpliwie
"
"was
","był
"
"slapped
","spoliczkował
"
"woe
","Biada
"
"calamity
","nieszczęście
"
"pine-forests
","lasy sosnowe
"
"leaning
","oparty
"
"produce
","produkować
"
"remainthe
","remainthe
"
"success
","sukces
"
"embarrass
","zawstydzić
"
"risingjane
","RisingJane
"
"apparatus
","aparat
"
"side-aisle
","przejście boczne
"
"they
","one
"
"eventually
","ostatecznie
"
"below
","poniżej
"
"oral
","doustny
"
"hire
","zatrudnić
"
"files
","akta
"
"with
","z
"
"vogue
","moda
"
"coldness
","chłód
"
"await
","czekać na
"
"about'
","o'
"
"bonté
","bonté
"
"halfeffaced
","na wpół wymazany
"
"deferring
","odraczanie
"
"disadvantages
","niedogodności
"
"charwoman
","sprzątaczka
"
"loosed
","uwolniony
"
"flooded
","zalane
"
"pencil-head
","głowa ołówka
"
"barns
","stodoły
"
"balancing
","balansowy
"
"shafts
","wały
"
"embraced
","objął
"
"simple
","prosty
"
"frying
","smażenie
"
"martha
","Marta
"
"heavens
","niebiosa
"
"unbelievably
","niewiarygodnie
"
"sternest
","najsolidniejszy
"
"carriage-road
","wagon-drogowy
"
"jewels
","klejnoty
"
"blue
","niebieski
"
"absolved
","rozgrzeszony
"
"sedatives
","środki uspokajające
"
"unblown
","unblown
"
"bloated
","nadęty
"
"apologized
","przeprosił
"
"explanation
","wyjaśnienie
"
"laughedkissed
","roześmiał się
"
"forlornness
","samotność
"
"bedclothes
","pościel
"
"consolatory
","kojący
"
"short-lived
","krótkotrwały
"
"grate
","ruszt
"
"bats
","nietoperze
"
"sex
","seks
"
"rocking
","kołysanie
"
"black-market
","czarny rynek
"
"inform
","poinformować
"
"swimmingly
","jak po maśle
"
"stained
","poplamione
"
"xxxiv
","xxxiv
"
"gestapo
","gestapo
"
"illegal
","nielegalny
"
"really
","naprawdę
"
"stagnate
","stać
"
"stingit
","stingit
"
"irregularity
","nieprawidłowość
"
"brother-in-laws
","Szwagier
"
"dangerlook
","niebezpieczeństwo
"
"manner
","sposób
"
"individual
","indywidualny
"
"surnames
","nazwiska
"
"imperious
","władczy
"
"death-white
","śnieżnobiały
"
"compressed
","sprężony
"
"addicted
","uzależniony
"
"feeding
","karmienie
"
"mercenary
","najemnik
"
"subsequently
","następnie
"
"officer
","oficer
"
"whack
","walnięcie
"
"well-planted
","dobrze posadzone
"
"vais
","vais
"
"devoted
","oddany
"
"policemen
","policjanci
"
"himwould
","on by
"
"yet
","jeszcze
"
"recalled
","przypomniał
"
"saint
","święty
"
"ideal
","ideał
"
"realizing
","zrealizowanie
"
"dubious
","wątpliwy
"
"systems
","systemy
"
"cruise
","rejs
"
"morose
","posępny
"
"advantageous
","korzystny
"
"touches
","dotyka
"
"chord
","akord
"
"intruders
","intruzów
"
"vanishing
","zanik
"
"disappeared
","zniknął
"
"close-set
","zwarty
"
"chairhe
","krzesło
"
"himwas
","himwas
"
"diffidence
","brak pewności siebie
"
"soothed
","ukojony
"
"go
","udać się
"
"opaque
","nieprzezroczysty
"
"impassioned
","namiętny
"
"rings
","pierścienie
"
"artificial
","sztuczny
"
"noting
","zauważając
"
"occasioned
","okazja
"
"consort
","małżonek
"
"criminal
","kryminalista
"
"switzerland
","Szwajcaria
"
"quarters
","mieszkanie
"
"determined
","ustalona
"
"masculinity
","męskość
"
"lifethat
","życie
"
"timeof
","czas
"
"endured
","przetrwał
"
"netting-needles
","igły do ​​siatek
"
"astir
","w ruchu
"
"embellishing
","upiększanie
"
"dons
","dons
"
"instanced
","instancja
"
"reserves
","rezerwy
"
"unsophisticated
","niewyszukany
"
"star
","gwiazda
"
"colouring
","kolorowanie
"
"phrase
","wyrażenie
"
"fathomless
","niezgłębiony
"
"digging
","kopanie
"
"sentient
","odczuwający
"
"creaking
","skrzypienie
"
"meanest
","najbrzydszy
"
"unpacked
","rozpakowany
"
"despair
","rozpacz
"
"disinfectant
","środek dezynfekujący
"
"sends
","wysyła
"
"baker
","piekarz
"
"hordes
","hordy
"
"stale
","nieświeży
"
"knee
","kolano
"
"memories
","wspomnienia
"
"window-panes
","szyby
"
"air-raid
","atak bombowy
"
"fourth
","czwarty
"
"meaningful
","znaczący
"
"wakefulness
","czuwanie
"
"dancer
","tancerz
"
"deglutition
","deglutition
"
"madly
","bezrozumnie
"
"tooa
","też
"
"description
","opis
"
"half-cooked
","na wpół ugotowane
"
"animal
","zwierzę
"
"sufficiently
","dostatecznie
"
"obedient
","posłuszny
"
"comprends-tu
","comprends-tu
"
"breakfast-time
","pora śniadaniowa
"
"recoiled
","cofnął się
"
"bebut
","bebut
"
"finicky
","wybredny
"
"salaries
","wynagrodzenia
"
"cas
","cas
"
"blazed
","płonął
"
"clouded
","zachmurzone
"
"unselfishly
","bezinteresownie
"
"faut
","faut
"
"opekta'
","opekta ”
"
"beauty
","piękno
"
"substantial
","znaczny
"
"hours
","godziny
"
"soured
","kwaśny
"
"s--
","s--
"
"salomon
","łosoś
"
"sails
","żagle
"
"quantity
","Ilość
"
"topic
","temat
"
"styled
","stylizowany
"
"cut
","skaleczenie
"
"distant
","odległy
"
"cherries
","wiśnie
"
"hazarding
","ryzykowne
"
"maister
","maister
"
"contradict
","zaprzeczać
"
"crowned
","koronowany
"
"brewing
","browarnictwo
"
"keg's
","beczki
"
"burglar
","włamywacz
"
"imparts
","przekazuje
"
"elementary
","podstawowy
"
"quaintly
","osobliwie
"
"therein
","w nim
"
"etiolated
","etiolowany
"
"dumb
","głupi
"
"realm
","królestwo
"
"flush
","spłukać
"
"hugging
","tulenie
"
"continuedladies
","ciąg dalszy panie
"
"abuse
","nadużycie
"
"towards
","w kierunku
"
"thank
","podziękować
"
"gathered
","Zebrane
"
"habitual
","zwykły
"
"freezing
","zamrażanie
"
"shy
","nieśmiały
"
"writer
","pisarz
"
"dida
","dida
"
"unaware
","nieświadomy
"
"primrose
","pierwiosnek
"
"toilette
","toaleta
"
"night-rover
","łazik nocny
"
"nieces
","siostrzenice
"
"runs
","biegnie
"
"spothow
","spothow
"
"interrogator
","przesłuchujący
"
"waxes
","woski
"
"gracefully
","wdzięcznie
"
"hoeven
","hoeven
"
"staggering
","oszałamiający
"
"travelled
","podróżował
"
"broadcasts
","transmisje
"
"years'
","lata
"
"lepers
","trędowaci
"
"breast
","pierś
"
"roles
","role
"
"nolet
","nolet
"
"suiting
","materiał ubraniowy
"
"claimed
","przejęte
"
"off-limits
","poza granicami
"
"commenced
","rozpoczęto
"
"lattices
","kraty
"
"eagles
","orły
"
"basinwhich
","umywalka, która
"
"fifteen
","piętnaście
"
"materials
","materiały
"
"relationships
","relacje
"
"licensed
","upoważniony
"
"mindless
","bezmyślny
"
"sirnever
","sirnever
"
"heel
","obcas
"
"extend
","poszerzać
"
"viciously
","zjadliwie
"
"inborn
","wrodzony
"
"neckcloth
","szalik
"
"greeting
","Powitanie
"
"confidence
","pewność siebie
"
"vacuum
","odkurzać
"
"signify
","oznaczać
"
"immoderately
","niepohamowanie
"
"milk's
","mleko
"
"bushy
","krzaczasty
"
"badoglio
","badoglio
"
"positive
","pozytywny
"
"humbly
","pokornie
"
"grown
","dorosły
"
"prospectus
","prospekt
"
"catalog
","katalog
"
"mahomet
","mahomet
"
"self-love
","miłość do siebie
"
"nightmare
","koszmar
"
"flagrant
","rażący
"
"lineaments
","lineamenty
"
"rights
","prawa
"
"revengeful
","mściwy
"
"keenly
","gorąco
"
"condense
","skraplać
"
"difficulties
","trudności
"
"argued
","argumentował
"
"organs
","narządy
"
"we're
","byli
"
"any
","każdy
"
"beet
","buraczany
"
"croquer
","krakać
"
"mommy
","mamusia
"
"an
","na
"
"cycles
","cykle
"
"appearances
","występy
"
"decency
","przyzwoitość
"
"flattered
","zaszczycony
"
"fagging
","fagging
"
"bum
","tyłek
"
"capacity
","Pojemność
"
"triumphant
","tryumfalny
"
"marxveldt's
","marxveldt's
"
"admiring
","podziwiając
"
"vividly
","żywo
"
"keesing's
","Keesing's
"
"girlscottagers
","Girlscottagers
"
"grim
","ponury
"
"alloy
","stop
"
"wrench
","klucz
"
"lynns
","Lynns
"
"greenland
","Grenlandia
"
"cultivated
","uprawiany
"
"invisible
","niewidzialny
"
"twenty-five
","dwadzieścia pięć
"
"convoy
","konwój
"
"half-hid
","na wpół ukryty
"
"piquant
","pikantny
"
"fed
","karmiony
"
"masterful
","mistrzowski
"
"luckily
","szczęśliwie
"
"gesture
","gest
"
"association
","stowarzyszenie
"
"dejection
","przygnębienie
"
"priceless
","bezcenny
"
"stern
","rufa
"
"daytime
","dzień
"
"dropt
","dropt
"
"frostthe
","mróz
"
"farmers
","rolnicy
"
"precept
","przykazanie
"
"circumstances
","okoliczności
"
"deathless
","nieśmiertelny
"
"overt
","jawny
"
"adjoined
","przyległy
"
"austerity
","surowość
"
"tools
","przybory
"
"overshoes
","kalosze
"
"petel's
","petela
"
"trees's
","drzew
"
